marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(_),type_2
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.5dCi (140ch) BVR6,MJN7513Q2830,9.0,99.0,A 6,9.5,7.1,7.9,209.0,GO,F,  1600,MJN7513Q
NISSAN,PRIMASTAR Combi L2H1 1.2t 9PL 2.5dCi (140ch) BVR6,MJN7513Q1829,9.0,99.0,A 6,9.5,7.1,7.9,209.0,GO,F,  1600,MJN7513Q
RENAULT,KOLEOS 2.0DCI (175ch) FAP BVM 4x4,MRE6734VX246,11.0,127.0,M 6,9.6,6.8,7.9,209.0,GO,F,  1600,MRE6734V
RENAULT,TRAFIC COMBI 9PL L2H1 1.2t 2.5DCI (140ch) QUICKSHIFT6,MRE7513LQ816,9.0,99.0,A 6,9.5,7.1,7.9,209.0,GO,F,  1600,MRE7513L
RENAULT,TRAFIC PASSENGER 2.5DCI (140ch) QUICKSHIFT6,MRE7513LR817,9.0,99.0,A 6,9.5,7.1,7.9,209.0,GO,F,  1600,MRE7513L
ALFA-ROMEO,159 SW 2.4 JTD M-JET Qtronic,MAL7804MH766,13.0,147.0,A 6,11.6,5.9,8.0,210.0,GO,F,  1600,MAL7804M
BMW,730d BERLINE,MBM7942AZ905,15.0,170.0,A 6,10.9,6.2,7.9,210.0,GO,F,  1600,MBM7942A
CHEVROLET,EPICA 2.0 VCDI BVA6,MG17602P7494,10.0,110.0,A 6,10.2,6.0,7.6,210.0,GO,F,  1600,MG17602P
HYUNDAI,TUCSON 2.0 CRDi (140ch) 2WD PACK Luxe BVA,MHY7624VP378,9.0,103.0,A 4,10.3,6.6,8.0,210.0,GO,F,  1600,MHY7624V
KIA,SPORTAGE 2.0 CRDi 2WD BVA,MKA7602E2616,9.0,103.0,A 4,10.3,6.6,8.0,210.0,GO,F,  1600,MKA7602E
MERCEDES-BENZ,E 320 CDI 4X BERLINE BVA5 FAP,MMB89U2CW329,14.0,165.0,A 5,10.5,6.4,7.9,210.0,GO,F,  1600,MMB89U2C
MERCEDES-BENZ,E 320 CDI 4X BERLINE BVA5 FAP,MMB89U2CX330,14.0,165.0,A 5,10.5,6.4,7.9,210.0,GO,F,  1600,MMB89U2C
MERCEDES-BENZ,E 320 CDI BERLINE 4MATIC BVA5,MMB89F2C2Q39,14.0,165.0,A 5,10.5,6.4,7.9,210.0,GO,F,  1600,MMB89F2C
MERCEDES-BENZ,E 320 CDI BERLINE 4MATIC BVA5,MMB89F2CUQ40,14.0,165.0,A 5,10.5,6.4,7.9,210.0,GO,F,  1600,MMB89F2C
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),MJN5313QP551,7.0,74.0,M 6,9.6,6.9,7.9,210.0,GO,F,  1600,MJN5313Q
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (82ch),MJN5113Q3550,7.0,60.0,M 5,9.6,6.9,7.9,210.0,GO,F,  1600,MJN5113Q
RENAULT,TRAFIC Combi L2H1 1.2t 9PL 1.9DCI (100ch),MRE5313LN257,7.0,74.0,M 6,9.6,6.9,7.9,210.0,GO,F,  1600,MRE5313L
RENAULT,TRAFIC Combi L2H1 1.2t 9PL 1.9DCI (80ch),MRE5113L2256,7.0,60.0,M 5,9.6,6.9,7.9,210.0,GO,F,  1600,MRE5113L
RENAULT,TRAFIC PASSENGER 1.9DCI (100ch),MRE5313LD405,7.0,74.0,M 6,9.6,6.9,7.9,210.0,GO,F,  1600,MRE5313L
RENAULT,TRAFIC PASSENGER 1.9DCI (80ch),MRE5113LU406,7.0,60.0,M 5,9.6,6.9,7.9,210.0,GO,F,  1600,MRE5113L
AUDI,A6 V6 3.0 TDI (233ch) QUATTRO,MAU69G2K0637,15.0,171.0,M 6,11.3,6.1,8.0,211.0,GO,F,  1600,MAU69G2K
MERCEDES-BENZ,C 320 CDI BERLINE BVA7 4 MATIC,MMB89H2A4O97,14.0,165.0,A 7,10.5,6.6,8.0,211.0,GO,F,  1600,MMB89H2A
VOLKSWAGEN,CALIFORNIA BEACH 1.9 TDI (84ch),MVW52J3NNZ77,7.0,62.0,M 5,9.4,7.2,8.0,211.0,GO,F,  1600,MVW52J3N
VOLKSWAGEN,CARAVELLE longue 1.9 TDI (84ch),MVW52J3FUN23,7.0,62.0,M 5,9.4,7.2,8.0,211.0,GO,F,  1600,MVW52J3F
VOLKSWAGEN,TRANSPORTER combi long 1.9 TDI (84ch),MVW52J3FWN07,7.0,62.0,M 5,9.4,7.2,8.0,211.0,GO,F,  1600,MVW52J3F
BMW,730Ld LIMOUSINE,MBM7942A2908,15.0,170.0,A 6,11.0,6.3,8.0,212.0,GO,F,  1600,MBM7942A
HYUNDAI,SANTA FE 2.2 CRDi (155ch) 4WD PACK executive BVA,MHY8724P4412,10.0,114.0,A 5,10.4,6.7,8.1,212.0,GO,F,  1600,MHY8724P
LTI VEHICLES,TX4 6PL,MLT5302AR006,7.0,74.5,M 5,10.1,6.8,8.0,212.0,GO,F,  1600,MLT5302A
LTI VEHICLES,TX4 6PL,MLT5302BP002,7.0,74.5,M 5,10.1,6.8,8.0,212.0,GO,F,  1600,MLT5302B
LTI VEHICLES,TX4 7PL,MLT5302AQ005,7.0,74.5,M 5,10.1,6.8,8.0,212.0,GO,F,  1600,MLT5302A
LTI VEHICLES,TX4 7PL,MLT5302BN001,7.0,74.5,M 5,10.1,6.8,8.0,212.0,GO,F,  1600,MLT5302B
MERCEDES-BENZ,E 280 CDI 4X BERLINE BVA5,MMB88U2CB345,12.0,140.0,A 5,10.6,6.5,8.0,212.0,GO,F,  1600,MMB88U2C
MERCEDES-BENZ,E 280 CDI BERLINE BVA5,MMB88F2C0Q56,12.0,140.0,A 5,10.6,6.5,8.0,212.0,GO,F,  1600,MMB88F2C
MERCEDES-BENZ,E 280 CDI BERLINE BVA5,MMB88F2CZQ55,12.0,140.0,A 5,10.6,6.5,8.0,212.0,GO,F,  1600,MMB88F2C
VOLVO,S80 D5 (185ch) AWD BVA6,MVV8822Q0013,12.0,136.0,A 6,10.7,6.5,8.0,212.0,GO,F,  1600,MVV8822Q
VOLVO,S80 D5 (185ch) BVA6 AWD Executive,MVV8812QC996,12.0,136.0,A 6,10.7,6.5,8.0,212.0,GO,F,  1600,MVV8812Q
FIAT,DUCATO COMBI 3.0JTD BVA,MFT7723MQ318,10.0,115.5,A 6,9.6,7.2,8.1,213.0,GO,F,  1600,MFT7723M
FIAT,DUCATO COMBI 3.0JTD BVA,MFT7723MR319,10.0,115.5,A 6,9.6,7.2,8.1,213.0,GO,F,  1600,MFT7723M
FIAT,DUCATO COMBI 3.0JTD BVA,MFT7723MU322,10.0,115.5,A 6,9.6,7.2,8.1,213.0,GO,F,  1600,MFT7723M
FIAT,DUCATO COMBI 3.0JTD BVA,MFT7723MV323,10.0,115.5,A 6,9.6,7.2,8.1,213.0,GO,F,  1600,MFT7723M
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.0dCi (115ch) BVR6,MJN7423QB388,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MJN7423Q
NISSAN,PRIMASTAR Combi L1H1 1.2t 9PL 2.0dCi (115ch) BVR6,MJN7423QU382,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MJN7423Q
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (115ch) BVR6,MJN7423QQ403,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MJN7423Q
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.0dCi (115ch) BVR6,MJN7423QJ396,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MJN7423Q
NISSAN,PRIMASTAR Combi L2H1 1.2t 9PL 2.0dCi (115ch) BVR6,MJN7423QW384,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MJN7423Q
OPEL,VIVARO COMBI K2900 2.0 CDTI (115ch) Easytronic,MPL74F3QA975,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MPL74F3Q
OPEL,VIVARO TOUR 2.0 CDTI (115ch) Easytronic,MPL74F3QJ983,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MPL74F3Q
RENAULT,MASTER Combi L1H1 2.8t 8PL 1.9DCI (80ch),MRE5113MP726,7.0,60.0,M 5,10.1,6.8,8.0,213.0,GO,F,  1600,MRE5113M
RENAULT,TRAFIC COMBI 9PL L1H1 1t 2.0DCI (115ch) QUICKSHIFT6,MRE7423L4706,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MRE7423L
RENAULT,TRAFIC COMBI 9PL L2H1 1.2t 2.0DCI (115ch) QUICKSHIFT6,MRE7423LY700,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MRE7423L
RENAULT,TRAFIC PASSENGER 2.0DCI (115ch),MRE7423LZ701,8.0,84.0,A 6,9.1,7.4,8.0,213.0,GO,F,  1600,MRE7423L
AUDI,A6 AVANT V6 3.0 TDI (233ch) QUATTRO,MAU69G4KW496,15.0,171.0,M 6,11.4,6.2,8.1,214.0,GO,F,  1600,MAU69G4K
BMW,X5 3.0d,MBM8954KM389,15.0,173.0,A 6,10.2,6.9,8.1,214.0,GO,F,  1600,MBM8954K
JAGUAR,XJ6 2.7L D V6 BI TURBO CHASSIS LONG 4PL,MJA7902JP242,13.0,152.0,A 6,10.8,6.5,8.1,214.0,GO,F,  1600,MJA7902J
JAGUAR,XJ6 2.7L D V6 BI TURBO CHASSIS LONG 5PL,MJA7902JS246,13.0,152.0,A 6,10.8,6.5,8.1,214.0,GO,F,  1600,MJA7902J
JAGUAR,XJ6/SOVEREIGN 2.7L D V6 BI TURBO CHASSIS COURT 4PL,MJA7902JN241,13.0,152.0,A 6,10.8,6.5,8.1,214.0,GO,F,  1600,MJA7902J
JAGUAR,XJ6/SOVEREIGN 2.7L D V6 BI TURBO CHASSIS COURT 5PL,MJA7902JQ244,13.0,152.0,A 6,10.8,6.5,8.1,214.0,GO,F,  1600,MJA7902J
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59F4A0N77,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59F4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59F4A0O85,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59F4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59F4AWO81,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59F4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59F4AXN83,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59F4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59F4AYN75,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59F4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59F4AZN85,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59F4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6,MMB59V4AD116,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59V4A
MERCEDES-BENZ,C 320 CDI STATION WAGON BVM6 FAP,MMB59V4A5108,14.0,165.0,M 6,11.1,6.4,8.1,214.0,GO,F,  1600,MMB59V4A
VOLVO,V70 D5 FAP (185ch) AWD BVA6,MVV8824LJ032,12.0,136.0,A 6,10.9,6.5,8.1,214.0,GO,F,  1600,MVV8824L
AUDI,A6 V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G2K1638,15.0,171.0,M 6,11.3,6.1,8.0,215.0,GO,F,  1600,MAU69G2K
CHRYSLER,300 C 3.0L BVA5,MC37902LC892,14.0,160.0,A 5,10.8,6.6,8.1,215.0,GO,F,  1600,MC37902L
CHRYSLER,300 C 3.0L BVA5,MC37912L4010,14.0,155.0,A 5,10.8,6.6,8.1,215.0,GO,F,  1600,MC37912L
CHRYSLER,300 C 3.0L BVA5,MC37912L5011,14.0,155.0,A 5,10.8,6.6,8.1,215.0,GO,F,  1600,MC37912L
CHRYSLER,300 C 3.0L BVA5,MC37912L6012,14.0,160.0,A 5,10.8,6.6,8.1,215.0,GO,F,  1600,MC37912L
CHRYSLER,300 C 3.0L BVA5,MC37912L7013,14.0,160.0,A 5,10.8,6.6,8.1,215.0,GO,F,  1600,MC37912L
MERCEDES-BENZ,C 320 CDI 4 MATIC STATION WAGON BVA7 FAP,MMB89H4A5P39,14.0,165.0,A 7,10.7,6.6,8.1,215.0,GO,F,  1600,MMB89H4A
MERCEDES-BENZ,CLS 320 CDI BVA7,MMB79H2XPO77,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79H2X
MERCEDES-BENZ,CLS 320 CDI BVA7,MMB79H2XQO79,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79H2X
MERCEDES-BENZ,CLS 320 CDI BVA7,MMB79T2XK625,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79T2X
MERCEDES-BENZ,CLS 320 CDI BVA7,MMB79T2XM627,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79T2X
MERCEDES-BENZ,CLS 320 CDI BVA7 FAP,MMB79H2XJO81,14.0,155.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79H2X
MERCEDES-BENZ,CLS 320 CDI BVA7 FAP,MMB79H2XKO73,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79H2X
MERCEDES-BENZ,CLS 320 CDI BVA7 FAP,MMB79H2XLO83,14.0,155.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79H2X
MERCEDES-BENZ,CLS 320 CDI BVA7 FAP,MMB79H2XMO75,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79H2X
MERCEDES-BENZ,CLS 320 CDI BVA7 FAP,MMB79T2XH392,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79T2X
MERCEDES-BENZ,CLS 320 CDI BVA7 FAP,MMB79T2XJ394,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79T2X
MERCEDES-BENZ,E 280 CDI  STATION WAGON BVA7,MMB78G4C0N82,12.0,140.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB78G4C
MERCEDES-BENZ,E 280 CDI  STATION WAGON BVA7,MMB78G4CWO41,12.0,140.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB78G4C
MERCEDES-BENZ,E 280 CDI  STATION WAGON BVA7 FAP,MMB78G4CZN72,12.0,140.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB78G4C
MERCEDES-BENZ,E 280 CDI  STATION WAGON BVA7 FAP,MMB78G4CZO35,12.0,140.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB78G4C
MERCEDES-BENZ,E 280 CDI STATION WAGON BVA7,MMB78U4CK897,12.0,140.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB78U4C
MERCEDES-BENZ,E 280 CDI STATION WAGON BVA7 FAP,MMB78U4CA887,12.0,140.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB78U4C
MERCEDES-BENZ,E 320 CDI  STATION WAGON BVA7,MMB79G4C3N66,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79G4C
MERCEDES-BENZ,E 320 CDI  STATION WAGON BVA7,MMB79G4C3O29,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79G4C
MERCEDES-BENZ,E 320 CDI  STATION WAGON BVA7 FAP,MMB79G4C0O26,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79G4C
MERCEDES-BENZ,E 320 CDI  STATION WAGON BVA7 FAP,MMB79G4C4N85,14.0,155.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79G4C
MERCEDES-BENZ,E 320 CDI  STATION WAGON BVA7 FAP,MMB79G4C5N59,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79G4C
MERCEDES-BENZ,E 320 CDI 4X BERLINE BVA5 FAP,MMB89U2CY331,14.0,165.0,A 5,10.7,6.6,8.1,215.0,GO,F,  1600,MMB89U2C
MERCEDES-BENZ,E 320 CDI BERLINE 4MATIC BVA5,MMB89F2CVQ41,14.0,165.0,A 5,10.7,6.6,8.1,215.0,GO,F,  1600,MMB89F2C
MERCEDES-BENZ,E 320 CDI BERLINE 4MATIC BVA5,MMB89F2CWQ42,14.0,165.0,A 5,10.7,6.6,8.1,215.0,GO,F,  1600,MMB89F2C
MERCEDES-BENZ,E 320 CDI STATION WAGON BVA7,MMB79T4CF310,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79T4C
MERCEDES-BENZ,E 320 CDI STATION WAGON BVA7 FAP,MMB79T4CC307,14.0,165.0,A 7,11.0,6.4,8.1,215.0,GO,F,  1600,MMB79T4C
RENAULT,TRAFIC COMBI 9PL L1H1 1t 2.5DCI (140ch) QUICKSHIFT6,MRE7623LA789,10.0,107.0,A 6,9.5,7.4,8.2,215.0,GO,F,  1600,MRE7623L
BMW,X5 3.0sd,MBM8954KF357,19.0,210.0,A 6,10.3,7.0,8.3,216.0,GO,F,  1600,MBM8954K
FIAT,DUCATO COMBI 3.0JTD,MFT5723M4011,10.0,115.5,M 6,9.9,7.2,8.2,216.0,GO,F,  1600,MFT5723M
FIAT,DUCATO COMBI 3.0JTD,MFT5723MQ166,10.0,115.5,M 6,9.9,7.2,8.2,216.0,GO,F,  1600,MFT5723M
FIAT,DUCATO COMBI 3.0JTD,MFT5723MR167,10.0,115.5,M 6,9.9,7.2,8.2,216.0,GO,F,  1600,MFT5723M
SSANGYONG,ACTYON 200 XDi BVA4,MSS8614FC752,9.0,104.0,A 4,11.0,7.0,8.5,216.0,GO,F,  1600,MSS8614F
BMW,X6 xDrive30d,MBM8964K9217,15.0,173.0,A 6,10.4,7.0,8.2,217.0,GO,F,  1600,MBM8964K
RENAULT,ESPACE IV 2.0DCI (150ch) FAP BVA Alyum Plus,MRE7626HY714,10.0,110.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7626H
RENAULT,ESPACE IV 2.0DCI (150ch) FAP BVA Carminat,MRE7626HX713,10.0,110.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7626H
RENAULT,ESPACE IV 2.0DCI (175ch) FAP BVA,MRE7726H3709,11.0,127.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7726H
RENAULT,ESPACE IV 2.0DCI (175ch) FAP BVA Alyum Plus,MRE7726H4710,11.0,127.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7726H
RENAULT,GRAND ESPACE IV 2.0DCI (150ch) FAP BVA Alyum Plus,MRE7626H0716,10.0,110.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7626H
RENAULT,GRAND ESPACE IV 2.0DCI (150ch) FAP BVA Carminat,MRE7626HZ715,10.0,110.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7626H
RENAULT,GRAND ESPACE IV 2.0DCI (175ch) FAP BVA,MRE7726H5711,11.0,127.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7726H
RENAULT,GRAND ESPACE IV 2.0DCI (175ch) FAP BVA Alyum Plus,MRE7726H6712,11.0,127.0,A 6,10.6,6.8,8.2,217.0,GO,F,  1600,MRE7726H
RENAULT,MASTER Combi  L1H1 2.8t 9PL 2.5DCI (120ch) QUICKSHIFT6,MRE7413ME777,8.0,84.0,A 6,9.6,7.4,8.2,217.0,GO,F,  1600,MRE7413M
VOLVO,XC90 D5 FAP (185ch) 5PL,MVV6814S6638,12.0,136.0,M 6,10.6,6.8,8.2,217.0,GO,F,  1600,MVV6814S
VOLVO,XC90 Executive D5 FAP (185ch) 5PL,MVV6814SP947,12.0,136.0,M 6,10.6,6.8,8.2,217.0,GO,F,  1600,MVV6814S
AUDI,A6 AVANT V6 3.0 TDI (233ch) QUATTRO FAP,MAU69G4KX497,15.0,171.0,M 6,11.4,6.2,8.1,218.0,GO,F,  1600,MAU69G4K
CITROEN,C8 2.2 HDi (173ch) BVA6,MCT7716NQ257,11.0,125.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MCT7716N
CITROEN,C8 2.2 HDi (173ch) BVA6,MCT7716NS259,11.0,125.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MCT7716N
HYUNDAI,SANTA FE 2.2 CRDi (155ch) 4WD PACK executive 7PL BVA,MHY8724PC420,10.0,114.0,A 5,10.7,6.7,8.2,218.0,GO,F,  1600,MHY8724P
LANCIA,PHEDRA 2.2 JTD (170ch) BVA,MLC7706GW525,11.0,125.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MLC7706G
LANCIA,PHEDRA 2.2 JTD (170ch) BVA,MLC7706GX526,11.0,120.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MLC7706G
LANCIA,PHEDRA 2.2 JTD (170ch) BVA,MLC7706GY527,11.0,125.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MLC7706G
LANCIA,PHEDRA 2.2 JTD (170ch) BVA,MLC7706GZ528,11.0,120.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MLC7706G
MERCEDES-BENZ,E 280 CDI 4 MATIC STATION WAGON BVA7 FAP,MMB88G4C1N73,12.0,140.0,A 5,10.9,6.7,8.2,218.0,GO,F,  1600,MMB88G4C
MERCEDES-BENZ,E 280 CDI 4 MATIC STATION WAGON BVA7 FAP,MMB88G4C2N74,12.0,140.0,A 5,10.9,6.7,8.2,218.0,GO,F,  1600,MMB88G4C
MERCEDES-BENZ,E 280 CDI 4X STATION WAGON BVA5 FAP,MMB88U4CC888,12.0,140.0,A 5,10.9,6.7,8.2,218.0,GO,F,  1600,MMB88U4C
MERCEDES-BENZ,E 280 CDI 4X STATION WAGON BVA5 FAP,MMB88U4CD889,12.0,140.0,A 5,10.9,6.7,8.2,218.0,GO,F,  1600,MMB88U4C
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (115ch) BVR6,MJN7423QN400,8.0,84.0,A 6,9.3,7.6,8.2,218.0,GO,F,  1600,MJN7423Q
OPEL,VIVARO COMBI K2700 2.5 CDTI (145ch) Easytronic,MPL76E3Q6266,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MPL76E3Q
OPEL,VIVARO COMBI K2900 2.5 CDTI (145ch) Easytronic,MPL76E3QV316,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MPL76E3Q
OPEL,VIVARO TOUR 2.5 CDTI (145ch) Easytronic,MPL76E3QH338,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MPL76E3Q
PEUGEOT,807 2.2HDI  16V FAP BVA6 (170 ch),MPE7716NA557,11.0,125.0,A 6,11.0,6.6,8.2,218.0,GO,F,  1600,MPE7716N
RENAULT,TRAFIC COMBI 6PL L1H1 1.1t 2.5DCI (150ch) BVR6,MRE7633L5237,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 6PL L1H1 1.1t 2.5DCI (150ch) QUICKSHIFT6,MRE7623LE477,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC COMBI 6PL L1H1 1.2t 2.5DCI (150ch) BVR6,MRE7633L7239,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 6PL L1H1 1.2t 2.5DCI (150ch) BVR6,MRE7633L9241,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 6PL L1H1 1.2t 2.5DCI (150ch) QUICKSHIFT6,MRE7623LK483,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC COMBI 6PL L2H1 1.2t 2.5DCI (150ch) QUICKSHIFT6,MRE7623LX485,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC COMBI 9PL L1H1 1.0t 9PL 2.5DCI (150ch),MRE7633LF308,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 9PL L1H1 1.0t 9PL 2.5DCI (150ch) BVR6,MRE7633L1233,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 9PL L1H1 1.0t 9PL 2.5DCI (150ch) BVR6,MRE7633LX229,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 9PL L1H1 1.0t 9PL 2.5DCI (150ch) BVR6,MRE7633LZ231,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC COMBI 9PL L1H1 1.2t 2.5DCI (150ch) QUICKSHIFT6,MRE7623L0463,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC COMBI 9PL L2H1 1.2t 2.5DCI (150ch) QUICKSHIFT6,MRE7623L2465,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC Combi L1H1 1.0t 9PL 2.0L 16v (120ch) QUICKSHIFT6,MRE7623LU457,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC GENERATION L1H1 1t 2.0DCI (115ch),MRE7423L3705,8.0,84.0,A 6,9.3,7.6,8.2,218.0,GO,F,  1600,MRE7423L
RENAULT,TRAFIC MINIBUS L1H1 1.0t 8PL 2.5DCI (150ch) BVR6,MRE7633L2295,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC MINIBUS L1H1 1.0t 8PL 2.5DCI (150ch) BVR6,MRE7633LM290,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC MINIBUS L1H1 1.0t 9PL 2.5DCI (150ch)  BVR6,MRE7633L6299,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC MINIBUS L1H1 1.0t 9PL 2.5DCI (150ch) BVR6,MRE7633LB304,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
RENAULT,TRAFIC PASSENGER,MRE7623L9472,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7623L
RENAULT,TRAFIC PASSENGER 2.5DCI (150ch) BVR6,MRE7633L3235,10.0,107.0,A 6,9.6,7.5,8.3,218.0,GO,F,  1600,MRE7633L
AUDI,A6 ALLROAD V6 3.0 TDI (233ch) QUATTRO,MAU69G4TR809,15.0,171.0,M 6,11.4,6.5,8.3,219.0,GO,F,  1600,MAU69G4T
AUDI,A6 V6 2.7 TDI (180ch) QUATTRO TIPTRONIC,MAU88G2KB708,12.0,132.0,A 6,11.4,6.5,8.3,219.0,GO,F,  1600,MAU88G2K
