marque,modele_version,mine,cnit,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,mois_annee
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DE897,639ZK3HK2C6C1A1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DF898,639ZK3HK2C6C1B1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DG899,639ZK3HK2C6C1C1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DH900,639ZK3HK2C6C1D1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DJ901,639ZK3HK2C6C1E1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DQ873,639ZK3HK2C1B1B1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DR874,639ZK3HK2C1B1C1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DS875,639ZK3HK2C1B1D1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DT876,639ZK3HK2C1B1E1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DU877,639ZK3HK2C1C1A1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DV878,639ZK3HK2C1C1B1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DW879,639ZK3HK2C1C1C1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DX880,639ZK3HK2C1C1D1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DY881,639ZK3HK2C1C1E1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB56R4DZ882,639ZK3HK2C4B1A1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB76N4D0472,639ZK3HK3E1A1B1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB76N4D1473,639ZK3HK3E1A1C1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB76N4D2474,639ZK3HK3E1A1D1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB76N4D3475,639ZK3HK3E1A1E1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.7t,MMB76N4DZ471,639ZK3HK3E1A1A1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DL716,639ZK3HK2C1A2A1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DM717,639ZK3HK2C1A2B1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DN718,639ZK3HK2C1A2D1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DP719,639ZK3HK2C1A2E1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DP720,639ZK3HK2C4A2A1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DQ721,639ZK3HK2C4A2B1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DR722,639ZK3HK2C4A2D1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56N3DS723,639ZK3HK2C4A2E1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D0496,639ZK3HK2C4C2B1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D1497,639ZK3HK2C4C2D1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D2498,639ZK3HK2C4C2E1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D3499,639ZK3HK2C6B2A1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D4500,639ZK3HK2C6B2B1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D5501,639ZK3HK2C6B2D1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D6502,639ZK3HK2C6B2E1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D7503,639ZK3HK2C6C2A1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D8504,639ZK3HK2C6C2B1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3D9505,639ZK3HK2C6C2D1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DA506,639ZK3HK2C6C2E1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DC483,639ZK3HK2C1B2A1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DD484,639ZK3HK2C1B2B1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DP485,639ZK3HK2C1B2D1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DQ486,639ZK3HK2C1B2E1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DR487,639ZK3HK2C1C2A1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DS488,639ZK3HK2C1C2B1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DT489,639ZK3HK2C1C2D1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DU490,639ZK3HK2C1C2E1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DV491,639ZK3HK2C4B2A1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DW492,639ZK3HK2C4B2B1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DX493,639ZK3HK2C4B2D1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DY494,639ZK3HK2C4B2E1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT - 2.9t,MMB56S3DZ495,639ZK3HK2C4C2A1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76N4D4476,639ZK3HK3E4A1A1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76N4D5477,639ZK3HK3E4A1B1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76N4D6478,639ZK3HK3E4A1C1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76N4D7479,639ZK3HK3E4A1D1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76N4D8480,639ZK3HK3E4A1E1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D0917,639ZK3HK3E4C1A1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D1918,639ZK3HK3E4C1B1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D2919,639ZK3HK3E4C1C1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D3920,639ZK3HK3E4C1D1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D4921,639ZK3HK3E4C1E1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D5922,639ZK3HK3E6B1A1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D6923,639ZK3HK3E6B1B1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D7924,639ZK3HK3E6B1C1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D8925,639ZK3HK3E6B1D1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4D9926,639ZK3HK3E6B1E1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DA927,639ZK3HK3E6C1A1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DB928,639ZK3HK3E6C1B1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DC929,639ZK3HK3E6C1C1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DD930,639ZK3HK3E6C1D1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DE931,639ZK3HK3E6C1E1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DL902,639ZK3HK3E1B1A1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DM903,639ZK3HK3E1B1B1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DN904,639ZK3HK3E1B1C1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DP905,639ZK3HK3E1B1D1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DP906,639ZK3HK3E1B1E1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DQ907,639ZK3HK3E1C1A1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DR908,639ZK3HK3E1C1B1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DS909,639ZK3HK3E1C1C1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DT910,639ZK3HK3E1C1D1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DU911,639ZK3HK3E1C1E1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DV912,639ZK3HK3E4B1A1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DW913,639ZK3HK3E4B1B1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DX914,639ZK3HK3E4B1C1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DY915,639ZK3HK3E4B1D1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.7t,MMB76R4DZ916,639ZK3HK3E4B1E1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3D0729,639ZK3HK3E4A2B1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3D1730,639ZK3HK3E4A2D1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3D2731,639ZK3HK3E4A2E1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3DV724,639ZK3HK3E1A2A1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3DW725,639ZK3HK3E1A2B1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3DX726,639ZK3HK3E1A2D1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3DY727,639ZK3HK3E1A2E1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76N3DZ728,639ZK3HK3E4A2A1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3D0530,639ZK3HK3E6C2E1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DD507,639ZK3HK3E1B2A1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DE508,639ZK3HK3E1B2B1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DF509,639ZK3HK3E1B2D1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DG510,639ZK3HK3E1B2E1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DH511,639ZK3HK3E1C2A1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DJ512,639ZK3HK3E1C2B1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DJ513,639ZK3HK3E1C2D1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DK514,639ZK3HK3E1C2E1,GO,10,110.0,A 5,11.4,7.2,8.8,232.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DL515,639ZK3HK3E4B2A1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DM516,639ZK3HK3E4B2B1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DN517,639ZK3HK3E4B2D1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DP518,639ZK3HK3E4B2E1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DP519,639ZK3HK3E4C2A1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DQ520,639ZK3HK3E4C2B1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DR521,639ZK3HK3E4C2D1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DS522,639ZK3HK3E4C2E1,GO,11,110.0,A 5,11.6,7.9,9.3,246.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DT523,639ZK3HK3E6B2A1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DU524,639ZK3HK3E6B2B1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DV525,639ZK3HK3E6B2D1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DW526,639ZK3HK3E6B2E1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DX527,639ZK3HK3E6C2A1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DY528,639ZK3HK3E6C2B1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI COMPACT BVA -  2.9t,MMB76S3DZ529,639ZK3HK3E6C2D1,GO,10,110.0,A 5,11.4,7.5,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4D0499,639ZK3HL2C4A1E1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4D1500,639ZK3HL2C4A1E2,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4D7481,639ZK3HL2C1A1A1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4D8482,639ZK3HL2C1A1A2,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4D9483,639ZK3HL2C1A1B1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DA484,639ZK3HL2C1A1B2,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DM485,639ZK3HL2C1A1C1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DN486,639ZK3HL2C1A1C2,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DP487,639ZK3HL2C1A1D1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DP488,639ZK3HL2C1A1D2,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DQ489,639ZK3HL2C1A1E1,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DR490,639ZK3HL2C1A1E2,GO,10,110.0,M 6,11.2,7.1,8.6,227.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DS491,639ZK3HL2C4A1A1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DT492,639ZK3HL2C4A1A2,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DU493,639ZK3HL2C4A1B1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DV494,639ZK3HL2C4A1B2,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DW495,639ZK3HL2C4A1C1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DX496,639ZK3HL2C4A1C2,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DY497,639ZK3HL2C4A1D1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56N4DZ498,639ZK3HL2C4A1D2,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56R4D0955,639ZK3HL2C4B1B2,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56R4D0980,639ZK3HL2C6B1E1,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56R4D1956,639ZK3HL2C4B1C1,GO,11,110.0,M 6,12.7,7.9,9.6,254.0,Janvier 2006
MERCEDES-BENZ,VITO 115 CDI EXTRA-LONG - 2.7t,MMB56R4D1981,639ZK3HL2C6B1E2,GO,10,110.0,M 6,11.7,7.4,8.9,237.0,Janvier 2006
